Name	Group	SubGroup	Rank	Type	Macrotaxonomy	ShipCap	MoveSpeed	Metal	Crystal	BuildTime	Energy	AmmoType	Damage	Number	Reload	Range	Hull	Armor	Health	Engine	BonusType	Ability	Immunities	Memo	lol
Acid Sprayer Mark V	Acid Sprayer	Acid Sprayer	5		Fleet Ships	96	120	640	"2,900"	00:25	200	Acid	"12,200"	1	2	"2,500"	Close-Combat	"4,500"	"780,000"	100	Composite(x8)　Neutron(x8)　Polycrystal(x8)　Refractive(x8)	"防御貫通(2,250)"	ミサイル弾　狙撃　Fussion Cutter攻撃　鹵獲　核攻撃　EMP		lol
Anti-Armor Ship	Anti-Armor Ship	Anti-Armor Ship	1		Fleet Ships	120	76	660	0	00:06	80	Missile	"6,200"	1	5	"8,000"	Light	0	"124,000"	100	Heavy(x5)　Polycrystal(x5)　Structural(x5)　Ultra-Heavy(x5)	"防御貫通(999,999)"			lol
Anti-Armor Ship Mark II	Anti-Armor Ship	Anti-Armor Ship	2		Fleet Ships	120	76	"1,300"	0	00:11	160	Missile	"12,400"	1	5	"8,000"	Light	0	"250,000"	100	Heavy(x5)　Polycrystal(x5)　Structural(x5)　Ultra-Heavy(x5)	"防御貫通(999,999)"			lol
Anti-Armor Ship Mark III	Anti-Armor Ship	Anti-Armor Ship	3		Fleet Ships	120	76	"2,600"	0	00:22	160	Missile	"18,600"	1	5	"8,000"	Light	0	"374,000"	100	Heavy(x5)　Polycrystal(x5)　Structural(x5)　Ultra-Heavy(x5)	"防御貫通(999,999)"			lol
Anti-Armor Ship Mark IV	Anti-Armor Ship	Anti-Armor Ship	4		Fleet Ships	120	76	"3,800"	0	00:32	160	Missile	"24,800"	1	5	"8,000"	Light	0	"500,000"	100	Heavy(x5)　Polycrystal(x5)　Structural(x5)　Ultra-Heavy(x5)	"防御貫通(999,999)"			lol
Anti-Armor Ship Mark V	Anti-Armor Ship	Anti-Armor Ship	5		Fleet Ships	120	76	"5,200"	0	00:44	160	Missile	"30,800"	1	5	"8,000"	Light	0	"620,000"	100	Heavy(x5)　Polycrystal(x5)　Structural(x5)　Ultra-Heavy(x5)	"防御貫通(999,999)"	鹵獲　核攻撃　EMP		lol
Armor Booster	Armor Booster	Armor Booster	1		Fleet Ships	19	44	100	800	00:07	250	Dark Matter	"2,800"	3	2	"6,000"	Refractive	750	"394,000"	100	Composite(x6)　Light(x6)　Polycrystal(x6)　Refractive(x6)　Ultra-Light(x6)	"味方艦の防御力増加(射程3,000)"			lol
Armor Booster Mark II	Armor Booster	Armor Booster	2		Fleet Ships	19	44	200	"1,600"	00:14	500	Dark Matter	"5,600"	3	2	"6,000"	Refractive	"1,500"	"785,000"	100	Composite(x6)　Light(x6)　Polycrystal(x6)　Refractive(x6)　Ultra-Light(x6)	"味方艦の防御力増加(射程4,000)"			lol
Armor Booster Mark III	Armor Booster	Armor Booster	3		Fleet Ships	19	44	400	"3,300"	00:28	500	Dark Matter	"8,400"	3	2	"6,000"	Refractive	"2,250"	"1,180,000"	100	Composite(x6)　Light(x6)　Polycrystal(x6)　Refractive(x6)　Ultra-Light(x6)	"味方艦の防御力増加(射程5,000)"			lol
Armor Booster Mark IV	Armor Booster	Armor Booster	4		Fleet Ships	19	44	600	"5,000"	00:42	500	Dark Matter	"11,200"	3	2	"6,000"	Refractive	"3,000"	"1,570,000"	100	Composite(x6)　Light(x6)　Polycrystal(x6)　Refractive(x6)　Ultra-Light(x6)	"味方艦の防御力増加(射程6,000)"			lol
Armor Booster Mark V	Armor Booster	Armor Booster	5		Fleet Ships	19	44	800	"6,500"	00:55	500	Dark Matter	"14,000"	3	2	"6,000"	Refractive	"3,750"	"1,970,000"	100	Composite(x6)　Light(x6)　Polycrystal(x6)　Refractive(x6)　Ultra-Light(x6)	"味方艦の防御力増加(射程7,000)"	鹵獲　核攻撃　EMP		lol
Armor Ship	Armor Ship	Armor Ship	1		Fleet Ships	88	60	0	600	00:05	200	Shell	"3,180"	1	3	"3,400"	Ultra-Heavy	"1,500"	"350,000"	150	Light(x4)　Structural(x4)　Swarmer(x4)　Turret(x4)　Ultra-Light(x4)	エンジンダメージ(2)			lol
Armor Ship Mark II	Armor Ship	Armor Ship	2		Fleet Ships	88	60	0	"1,200"	00:10	400	Shell	"6,360"	1	3	"3,500"	Ultra-Heavy	"3,000"	"700,000"	150	Light(x4)　Structural(x4)　Swarmer(x4)　Turret(x4)　Ultra-Light(x4)	エンジンダメージ(4)			lol
Armor Ship Mark III	Armor Ship	Armor Ship	3		Fleet Ships	88	60	0	"2,400"	00:20	400	Shell	"9,560"	1	3	"3,600"	Ultra-Heavy	"4,500"	"1,040,000"	150	Light(x4)　Structural(x4)　Swarmer(x4)　Turret(x4)　Ultra-Light(x4)	エンジンダメージ(6)			lol
Armor Ship Mark IV	Armor Ship	Armor Ship	4		Fleet Ships	88	60	0	"3,600"	00:30	400	Shell	"12,760"	1	3	"3,700"	Ultra-Heavy	"6,000"	"1,400,000"	150	Light(x4)　Structural(x4)　Swarmer(x4)　Turret(x4)　Ultra-Light(x4)	エンジンダメージ(8)			lol
Armor Ship Mark V	Armor Ship	Armor Ship	5		Fleet Ships	88	60	0	"4,800"	00:40	400	Shell	"15,960"	1	3	"3,800"	Ultra-Heavy	"7,500"	"1,740,000"	150	Light(x4)　Structural(x4)　Swarmer(x4)　Turret(x4)　Ultra-Light(x4)	エンジンダメージ(10)	鹵獲　核攻撃　EMP		lol
Attractor Drone	Attractor Drone	Attractor Drone	1		Fleet Ships	196	84	100	200	00:02	24	Energy Burst	"7,760"	1	10	"13,000"	Swarmer	600	"55,000"	100	Artillery(x2.4)　Neutron(x2.4)　Refractive(x2.4)　Ultra-Light(x2.4)	EMP吸収　レーザー攻撃を自分に誘引			lol
Attractor Drone Mark II	Attractor Drone	Attractor Drone	2		Fleet Ships	196	84	200	400	00:04	50	Energy Burst	"15,400"	1	10	"13,000"	Swarmer	"1,200"	"110,000"	100	Artillery(x2.4)　Neutron(x2.4)　Refractive(x2.4)　Ultra-Light(x2.4)	EMP吸収　レーザー攻撃を自分に誘引			lol
Attractor Drone Mark III	Attractor Drone	Attractor Drone	3		Fleet Ships	196	84	400	800	00:07	50	Energy Burst	"23,200"	1	10	"13,000"	Swarmer	"1,800"	"166,000"	100	Artillery(x2.4)　Neutron(x2.4)　Refractive(x2.4)　Ultra-Light(x2.4)	EMP吸収　レーザー攻撃を自分に誘引			lol
Attractor Drone Mark IV	Attractor Drone	Attractor Drone	4		Fleet Ships	196	84	600	"1,200"	00:10	50	Energy Burst	"30,800"	1	10	"13,000"	Swarmer	"2,400"	"220,000"	100	Artillery(x2.4)　Neutron(x2.4)　Refractive(x2.4)　Ultra-Light(x2.4)	EMP吸収　レーザー攻撃を自分に誘引			lol
Attractor Drone Mark V	Attractor Drone	Attractor Drone	5		Fleet Ships	196	84	800	"1,600"	00:14	50	Energy Burst	"38,800"	1	10	"13,000"	Swarmer	"3,000"	"276,000"	100	Artillery(x2.4)　Neutron(x2.4)　Refractive(x2.4)　Ultra-Light(x2.4)	EMP吸収　レーザー攻撃を自分に誘引	鹵獲　核攻撃		lol
Autocannon Minipod	Autocannon Minipod	Autocannon Minipod	1		Fleet Ships	196	188	140	20	00:02	24	Shell	560	1	1	"3,500"	Swarmer	0	"54,600"	100	Structural(x3.2)　Swarmer(x3.2)　Turret(x3.2)　Ultra-Heavy(x3.2)	クローク機能　敵の防御力を攻撃ごとに低下(3)			lol
Autocannon Minipod Mark II	Autocannon Minipod	Autocannon Minipod	2		Fleet Ships	196	188	280	40	00:03	50	Shell	"1,120"	1	1	"3,500"	Swarmer	0	"109,000"	100	Structural(x3.2)　Swarmer(x3.2)　Turret(x3.2)　Ultra-Heavy(x3.2)	クローク機能　敵の防御力を攻撃ごとに低下(6)			lol
Autocannon Minipod Mark III	Autocannon Minipod	Autocannon Minipod	3		Fleet Ships	196	188	560	80	00:05	50	Shell	"1,680"	1	1	"3,500"	Swarmer	0	"163,000"	100	Structural(x3.2)　Swarmer(x3.2)　Turret(x3.2)　Ultra-Heavy(x3.2)	クローク機能　敵の防御力を攻撃ごとに低下(9)			lol
Autocannon Minipod Mark IV	Autocannon Minipod	Autocannon Minipod	4		Fleet Ships	196	188	840	120	00:07	50	Shell	"2,240"	1	1	"3,500"	Swarmer	0	"218,000"	100	Structural(x3.2)　Swarmer(x3.2)　Turret(x3.2)　Ultra-Heavy(x3.2)	クローク機能　敵の防御力を攻撃ごとに低下(12)			lol
Autocannon Minipod Mark V	Autocannon Minipod	Autocannon Minipod	5		Fleet Ships	196	188	"1,100"	160	00:10	50	Shell	"2,800"	1	1	"3,500"	Swarmer	0	"272,000"	100	Structural(x3.2)　Swarmer(x3.2)　Turret(x3.2)　Ultra-Heavy(x3.2)	クローク機能　敵の防御力を攻撃ごとに低下(15)	鹵獲　核攻撃　EMP		lol
Bulletproof Fighter	Bulletproof Fighter	Bulletproof Fighter	1		Fleet Ships	88	84	780	110	00:07	54	Shell	"5,400"	1	4	"5,200"	Light	600	"224,000"	300	Close-Combat(x6)　Medium(x6)　Polycrystal(x6)	防御貫通(750)	Shell弾　即死		lol
Bulletproof Fighter Mark II	Bulletproof Fighter	Bulletproof Fighter	2		Fleet Ships	88	84	"1,580"	220	00:14	110	Shell	"10,800"	1	4	"5,200"	Light	"1,200"	"448,000"	300	Close-Combat(x6)　Medium(x6)　Polycrystal(x6)	"防御貫通(1,500)"	Shell弾　即死		lol
Bulletproof Fighter Mark III	Bulletproof Fighter	Bulletproof Fighter	3		Fleet Ships	88	84	"3,100"	440	00:26	110	Shell	"16,200"	1	4	"5,200"	Light	"1,800"	"670,000"	300	Close-Combat(x6)　Medium(x6)　Polycrystal(x6)	"防御貫通(2,250)"	Shell弾　即死		lol
Bulletproof Fighter Mark IV	Bulletproof Fighter	Bulletproof Fighter	4		Fleet Ships	88	84	"4,600"	660	00:39	110	Shell	"21,600"	1	4	"5,200"	Light	"2,400"	"890,000"	300	Close-Combat(x6)　Medium(x6)　Polycrystal(x6)	"防御貫通(3,000)"	Shell弾　即死		lol
Bulletproof Fighter Mark V	Bulletproof Fighter	Bulletproof Fighter	5		Fleet Ships	88	84	"6,200"	880	00:52	110	Shell	"26,800"	1	4	"5,200"	Light	"3,000"	"1,120,000"	300	Close-Combat(x6)　Medium(x6)　Polycrystal(x6)	"防御貫通(3,750)"	Shell弾　鹵獲　核攻撃　即死　EMP		lol
Electric Shuttle	Electric Shuttle	Electric Shuttle	1		Fleet Ships	24	44	600	"3,000"	00:25	400	Major Electric	"1,620"	1	20	"7,000"	Composite	300	"428,000"	100		"攻撃強化上限(+100%)　防御貫通(999,999)"		200発同時発射　1体への集中攻撃は5発まで	lol
Electric Shuttle Mark II	Electric Shuttle	Electric Shuttle	2		Fleet Ships	24	44	"1,200"	"6,000"	00:50	800	Major Electric	"3,240"	1	20	"7,000"	Composite	600	"850,000"	100		"攻撃強化上限(+100%)　防御貫通(999,999)"		200発同時発射　1体への集中攻撃は5発まで	lol
Electric Shuttle Mark III	Electric Shuttle	Electric Shuttle	3		Fleet Ships	24	44	"2,400"	"12,000"	01:40	800	Major Electric	"4,880"	1	20	"7,000"	Composite	900	"1,280,000"	100		"攻撃強化上限(+100%)　防御貫通(999,999)"		200発同時発射　1体への集中攻撃は5発まで	lol
Electric Shuttle Mark IV	Electric Shuttle	Electric Shuttle	4		Fleet Ships	24	44	"3,600"	"18,000"	02:30	800	Major Electric	"6,520"	1	20	"7,000"	Composite	"1,200"	"1,700,000"	100		"攻撃強化上限(+100%)　防御貫通(999,999)"		200発同時発射　1体への集中攻撃は5発まで	lol
Electric Shuttle Mark V	Electric Shuttle	Electric Shuttle	5		Fleet Ships	24	44	"4,800"	"24,000"	03:20	800	Major Electric	"8,160"	1	20	"7,000"	Composite	"1,500"	"2,140,000"	100		"攻撃強化上限(+100%)　防御貫通(999,999)"	鹵獲　核攻撃　EMP	200発同時発射　1体への集中攻撃は5発まで	lol
EtherJet Tractor	EtherJet Tractor	EtherJet Tractor	1		Fleet Ships	144	120	60	120	00:01	68	Missile	"3,320"	1	3	"4,250"	Refractive	0	"69,000"	800	Heavy(x4)　Light(x4)　Polycrystal(x4)　Ultra-Heavy(x4)	"クローク機能　トラクタービーム(対象1、射程3,750)"	トラクタービーム　鹵獲　麻痺攻撃　機雷		lol
EtherJet Tractor Mark II	EtherJet Tractor	EtherJet Tractor	2		Fleet Ships	144	120	120	240	00:02	138	Missile	"6,600"	1	3	"4,500"	Refractive	0	"138,000"	800	Heavy(x4)　Light(x4)　Polycrystal(x4)　Ultra-Heavy(x4)	"クローク機能　トラクタービーム(対象1、射程4,000)"	トラクタービーム　鹵獲　麻痺攻撃　機雷		lol
EtherJet Tractor Mark III	EtherJet Tractor	EtherJet Tractor	3		Fleet Ships	144	120	240	480	00:04	138	Missile	"9,960"	1	3	"4,750"	Refractive	0	"208,000"	800	Heavy(x4)　Light(x4)　Polycrystal(x4)　Ultra-Heavy(x4)	"クローク機能　トラクタービーム(対象1、射程4,250)"	トラクタービーム　鹵獲　麻痺攻撃　機雷		lol
EtherJet Tractor Mark IV	EtherJet Tractor	EtherJet Tractor	4		Fleet Ships	144	120	360	740	00:07	138	Missile	"13,200"	1	3	"5,000"	Refractive	0	"276,000"	800	Heavy(x4)　Light(x4)　Polycrystal(x4)　Ultra-Heavy(x4)	"クローク機能　トラクタービーム(対象1、射程4,500)"	トラクタービーム　鹵獲　麻痺攻撃　機雷		lol
EtherJet Tractor Mark V	EtherJet Tractor	EtherJet Tractor	5		Fleet Ships	144	120	480	980	00:09	138	Missile	"16,600"	1	3	"5,250"	Refractive	0	"346,000"	800	Heavy(x4)　Light(x4)　Polycrystal(x4)　Ultra-Heavy(x4)	"クローク機能　トラクタービーム(対象1、射程4,750)"	トラクタービーム　鹵獲　麻痺攻撃　核攻撃　EMP　機雷		lol
Eye Bot	Eye Bot	Eye Bot	1		Fleet Ships	48	68	200	200	00:02	100	Missile	"8,160"	1	3	"4,000"	Refractive	0	"102,000"	100	Heavy(x3.2)　Structural(x3.2)　Turret(x3.2)	クローク機能　クローク強化(対象1、射程300)　偵察情報収集	ミサイル弾　狙撃　速度強化　フォースフィールド　即死		lol
Eye Bot Mark II	Eye Bot	Eye Bot	2		Fleet Ships	48	68	400	400	00:04	200	Missile	"16,200"	1	3	"4,000"	Refractive	0	"204,000"	100	Heavy(x3.2)　Structural(x3.2)　Turret(x3.2)	クローク機能　クローク強化(対象1、射程500)　偵察情報収集	ミサイル弾　狙撃　速度強化　フォースフィールド　即死		lol
Eye Bot Mark III	Eye Bot	Eye Bot	3		Fleet Ships	48	68	800	800	00:07	200	Missile	"24,400"	1	3	"4,000"	Refractive	0	"308,000"	100	Heavy(x3.2)　Structural(x3.2)　Turret(x3.2)	クローク機能　クローク強化(対象2、射程700)　偵察情報収集	ミサイル弾　狙撃　速度強化　フォースフィールド　即死		lol
Eye Bot Mark IV	Eye Bot	Eye Bot	4		Fleet Ships	48	68	"1,200"	"1,200"	00:10	200	Missile	"32,400"	1	3	"4,000"	Refractive	0	"410,000"	100	Heavy(x3.2)　Structural(x3.2)　Turret(x3.2)	クローク機能　クローク強化(対象2、射程900)　偵察情報収集	ミサイル弾　狙撃　速度強化　フォースフィールド　即死		lol
Eye Bot Mark V	Eye Bot	Eye Bot	5		Fleet Ships	48	68	"1,600"	"1,600"	00:14	200	Missile	"40,800"	1	3	"4,000"	Refractive	0	"510,000"	100	Heavy(x3.2)　Structural(x3.2)　Turret(x3.2)	クローク機能　クローク強化(対象2、射程1100)　偵察情報収集	ミサイル弾　狙撃　速度強化　鹵獲　フォースフィールド　核攻撃　即死　EMP		lol
Grenade Launcher	Grenade Launcher	Grenade Launcher	1		Fleet Ships	96	76	700	100	00:06	100	Energy Bomb	"4,080"	1	15	"7,000"	Artillery	600	"214,000"	100	Close-Combat(x3)　Composite(x3)　Light(x3)　Swarmer(x3)			着弾地点を中心に範囲攻撃	lol
Grenade Launcher Mark II	Grenade Launcher	Grenade Launcher	2		Fleet Ships	96	76	"1,400"	200	00:12	200	Energy Bomb	"6,680"	1	15	"7,000"	Artillery	"1,200"	"428,000"	100	Close-Combat(x3)　Composite(x3)　Light(x3)　Swarmer(x3)			着弾地点を中心に範囲攻撃	lol
Grenade Launcher Mark III	Grenade Launcher	Grenade Launcher	3		Fleet Ships	96	76	"2,800"	400	00:24	200	Energy Bomb	"8,400"	1	15	"7,000"	Artillery	"1,800"	"640,000"	100	Close-Combat(x3)　Composite(x3)　Light(x3)　Swarmer(x3)			着弾地点を中心に範囲攻撃	lol
Grenade Launcher Mark IV	Grenade Launcher	Grenade Launcher	4		Fleet Ships	96	76	"4,200"	600	00:35	200	Energy Bomb	"9,760"	1	15	"7,000"	Artillery	"2,400"	"850,000"	100	Close-Combat(x3)　Composite(x3)　Light(x3)　Swarmer(x3)			着弾地点を中心に範囲攻撃	lol
Grenade Launcher Mark V	Grenade Launcher	Grenade Launcher	5		Fleet Ships	96	76	"5,800"	800	00:49	200	Energy Bomb	"10,800"	1	15	"7,000"	Artillery	"3,000"	"1,070,000"	100	Close-Combat(x3)　Composite(x3)　Light(x3)　Swarmer(x3)		鹵獲　核攻撃　EMP	着弾地点を中心に範囲攻撃	lol
Impulse Reaction Emitter	Impulse Reaction Emitter	Impulse Reaction Emitter	1		Fleet Ships	96	80	500	500	00:05	100	Impulse Reactive	612	1	2	"6,000"	Neutron	0	"156,000"	100		EMP吸収	狙撃　Fusion Cutter攻撃　トラクタービーム　核攻撃	攻撃対象のエネルギー使用量に応じてダメージ増加	lol
Impulse Reaction Emitter Mark II	Impulse Reaction Emitter	Impulse Reaction Emitter	2		Fleet Ships	96	80	"1,000"	"1,000"	00:09	200	Impulse Reactive	"1,220"	1	2	"6,000"	Neutron	0	"314,000"	100		EMP吸収	狙撃　Fusion Cutter攻撃　トラクタービーム　核攻撃	攻撃対象のエネルギー使用量に応じてダメージ増加	lol
Impulse Reaction Emitter Mark III	Impulse Reaction Emitter	Impulse Reaction Emitter	3		Fleet Ships	96	80	"2,000"	"2,000"	00:17	200	Impulse Reactive	"1,820"	1	2	"6,000"	Neutron	0	"470,000"	100		EMP吸収	狙撃　Fusion Cutter攻撃　トラクタービーム　核攻撃	攻撃対象のエネルギー使用量に応じてダメージ増加	lol
Impulse Reaction Emitter Mark IV	Impulse Reaction Emitter	Impulse Reaction Emitter	4		Fleet Ships	96	80	"3,000"	"3,000"	00:25	200	Impulse Reactive	"2,440"	1	2	"6,000"	Neutron	0	"628,000"	100		EMP吸収	狙撃　Fusion Cutter攻撃　トラクタービーム　核攻撃	攻撃対象のエネルギー使用量に応じてダメージ増加	lol
Impulse Reaction Emitter Mark V	Impulse Reaction Emitter	Impulse Reaction Emitter	5		Fleet Ships	96	80	"4,000"	"4,000"	00:34	200	Impulse Reactive	"3,040"	1	2	"6,000"	Neutron	0	"780,000"	100		EMP吸収	狙撃　Fusion Cutter攻撃　トラクタービーム　鹵獲　核攻撃	攻撃対象のエネルギー使用量に応じてダメージ増加	lol
Infiltrator	Infiltrator	Infiltrator	1		Fleet Ships	160	84	100	100	00:01	20	Dark Matter	"2,600"	1	3	"3,600"	Swarmer	300	"93,000"	100	Heavy(x4)　Medium(x4)　Ultra-Heavy(x4)	クローク機能　エンジンダメージ(3)　防御貫通(300)	フォースフィールド		lol
Infiltrator Mark II	Infiltrator	Infiltrator	2		Fleet Ships	160	84	200	200	00:02	40	Dark Matter	"5,200"	1	3	"3,600"	Swarmer	600	"186,000"	100	Heavy(x4)　Medium(x4)　Ultra-Heavy(x4)	クローク機能　エンジンダメージ(4)　防御貫通(600)	フォースフィールド		lol
Infiltrator Mark III	Infiltrator	Infiltrator	3		Fleet Ships	160	84	400	400	00:04	40	Dark Matter	"7,800"	1	3	"3,600"	Swarmer	900	"280,000"	100	Heavy(x4)　Medium(x4)　Ultra-Heavy(x4)	クローク機能　エンジンダメージ(5)　防御貫通(900)	フォースフィールド		lol
Infiltrator Mark IV	Infiltrator	Infiltrator	4		Fleet Ships	160	84	600	600	00:05	40	Dark Matter	"10,400"	1	3	"3,600"	Swarmer	"1,200"	"374,000"	100	Heavy(x4)　Medium(x4)　Ultra-Heavy(x4)	"クローク機能　エンジンダメージ(6)　防御貫通(1,200)"	フォースフィールド		lol
Infiltrator Mark V	Infiltrator	Infiltrator	5		Fleet Ships	160	84	800	800	00:07	40	Dark Matter	"13,000"	1	3	"3,600"	Swarmer	"1,500"	"468,000"	100	Heavy(x4)　Medium(x4)　Ultra-Heavy(x4)	"クローク機能　エンジンダメージ(7)　防御貫通(1,500)"	鹵獲　フォースフィールド　核攻撃　EMP		lol
Laser Gatling	Laser Gatling	Laser Gatling	1		Fleet Ships	272	68	100	100	00:01	18	Laser	600	1	1	"6,000"	Swarmer	300	"39,400"	100	Light(x1.8)　Polycrystal(x1.8)　Refractive(x1.8)	防御貫通(600)			lol
Laser Gatling Mark II	Laser Gatling	Laser Gatling	2		Fleet Ships	272	68	200	200	00:02	36	Laser	"1,200"	1	1	"6,000"	Swarmer	600	"78,800"	100	Light(x1.8)　Polycrystal(x1.8)　Refractive(x1.8)	"防御貫通(1,200)"			lol
Laser Gatling Mark III	Laser Gatling	Laser Gatling	3		Fleet Ships	272	68	400	400	00:04	36	Laser	"1,800"	1	1	"6,000"	Swarmer	900	"118,000"	100	Light(x1.8)　Polycrystal(x1.8)　Refractive(x1.8)	"防御貫通(1,800)"			lol
Laser Gatling Mark IV	Laser Gatling	Laser Gatling	4		Fleet Ships	272	68	600	600	00:05	36	Laser	"2,400"	1	1	"6,000"	Swarmer	"1,200"	"157,000"	100	Light(x1.8)　Polycrystal(x1.8)　Refractive(x1.8)	"防御貫通(2,400)"			lol
